VJ,count,relative.frequency
TRAV1-TRAJ48,2,0.031746031746
TRAV35-TRAJ48,14,0.222222222222
TRAV36/DV7-TRAJ36,44,0.698412698413
TRAV40-TRAJ48,3,0.047619047619
