VJ,count,relative.frequency
IGHV1-IGHJ3,4,0.036036036036
IGHV1-IGHJ4,21,0.189189189189
IGHV1/OR15-IGHJ2,2,0.018018018018
IGHV3-IGHJ4,47,0.423423423423
IGHV3-IGHJ5,14,0.126126126126
IGHV3-IGHJ6,9,0.0810810810811
IGHV4-IGHJ3,5,0.045045045045
IGHV4-IGHJ4,2,0.018018018018
IGHV7-IGHJ4,2,0.018018018018
IGHV7-IGHJ6,5,0.045045045045
