VJ,count,relative.frequency
IGLV1-IGLJ1,4,0.16
IGLV1-IGLJ5,5,0.2
IGLV1-IGLJ6,1,0.04
IGLV1-IGLJ7,6,0.24
IGLV2-IGLJ1,1,0.04
IGLV4-IGLJ1,4,0.16
IGLV6-IGLJ7,4,0.16
