0e41df612857dbc6059e6160e3b6026d,47.0797
186c563eb5322146d6e258227b27712b,128.7
25b934fcc8f9dc0711a504c352c80616,148.849
306ab2bba3fce80857e4dcd5fd980a91,569.046
330778ac85ddcec84eca203e62642108,96.7813
3b3fd518637430ae70371bc419d932c4,356.616
3ba5a8a0e4a51a4dcef4fa0aca856f48,1307.15
454e39689782962a5b86c5d630da5472,135.454
514c92d6a709c62bab935a48309dc606,195.027
5b7b5b7c4892052d4cf8f97800fbb3b7,88.1478
5e349b4a49c6ac2cbb838e170a6a29b0,92.7092
6277c358b68c67bb3fcfd7a7515aa59b,176.224
62d08a29bfd3d672ec5fa548d2ec208a,141.801
684e60d7cd74c16e5db250ced3a4438b,299.772
72281bd282e6874c6791000006028c6f,103.797
8851e1f8685d9a675e2822f3f78be5fe,116.311
88559690f83459635b6059da3467cea0,156.855
88df0f9768818d09d7279d778628eb30,118.254
8f84a752d7f5973527254df41ef35aaf,290.163
93b27e4783c418b44b0754fbc5dab777,535.033
94c3a049a4af3e73c5387c52a5ecc776,55.4533
975e9b3660d3ea88f5de0d650d5daefd,63.0443
9e6c829af95ef7aefb62645075b5d01f,337.229
9fa6f4a57f818650b2a9b134804eac67,219.747
b01d1831ce6dc27633173eeaffe449b2,45.5165
b08c0135b078944c9f4556b3ebf17e3b,280.657
b1f4f89a47c188cbfbf80e23d8644acf,336.905
c2b6665c221630e70c7bd47b32d5d7f9,88.8274
C347.TCGA-05-4244-01A-01D-1105-08.5,6.74073
C347.TCGA-05-4420-01A-01D-1265-08.3,10.6515
C347.TCGA-05-4430-01A-02D-1265-08.3,6.39429
C347.TCGA-17-Z006-01A-01W-0746-08.3,2964.71
C347.TCGA-33-4582-01A-01D-1441-08.2,6.20298
C347.TCGA-34-5240-01A-01D-1441-08.2,4.27962
C347.TCGA-37-4129-01A-01D-1352-08.1,8.77066
C347.TCGA-37-4132-01A-01D-1352-08.3,8.1161
C347.TCGA-37-4135-01A-01D-1352-08.1,11.4143
C347.TCGA-39-5028-01A-01D-1441-08.2,67.1735
C347.TCGA-44-2666-01A-21D-A27T-08.2,29.5846
C347.TCGA-44-4112-01A-22D-A27T-08.2,14.3747
C347.TCGA-46-3766-01A-01D-0983-08.18,526.455
C347.TCGA-49-4505-01A-01D-1931-08.1,118.8
C347.TCGA-55-1592-01A-01D-0969-08.1,91.0724
C347.TCGA-60-2725-01A-01D-1267-08.1,14.4085
C347.TCGA-64-1676-01A-01D-0969-08.1,235.155
C347.TCGA-64-1680-01A-02D-0969-08.1,52.7496
C347.TCGA-66-2754-01A-01D-0983-08.17,798.501
C347.TCGA-66-2787-01A-01D-0983-08.19,474.111
C347.TCGA-73-4658-01A-01D-1753-08.1,2.64064
C347.TCGA-73-4662-01A-01D-1265-08.3,3.33079
C347.TCGA-73-4677-01A-01D-1265-08.5,7.70824
C508.TCGA-22-5471-01A-01D-1632-08.1,0.292413
C508.TCGA-22-5474-01A-01D-1632-08.1,1.1994
C508.TCGA-22-5492-01A-01D-1632-08.1,1.77126
C508.TCGA-33-6738-01A-11D-1945-08.5,1.45641
