VJ,count,relative.frequency
IGLV3-IGLJ1,4,0.133333333333
IGLV3-IGLJ5,7,0.233333333333
IGLV3-IGLJ6,10,0.333333333333
IGLV7-IGLJ5,6,0.2
IGLV9-IGLJ6,3,0.1
