VJ,count,relative.frequency
TRDV1-TRDJ4,2,0.002331002331
TRDV2-TRDJ4,12,0.013986013986
TRDV2-TRDV2,828,0.965034965035
TRDV3-TRDJ4,16,0.018648018648
