VJ,count,relative.frequency
TRAV1-TRAJ35,3,0.03125
TRAV26-TRAJ48,72,0.75
TRAV30-TRAJ35,2,0.0208333333333
TRAV34-TRAJ35,3,0.03125
TRAV36/DV7-TRAJ35,4,0.0416666666667
TRAV38-TRAJ35,4,0.0416666666667
TRAV6-TRAJ48,3,0.03125
TRAV8-TRAJ35,3,0.03125
TRAV8-TRAJ48,2,0.0208333333333
