VJ,count,relative.frequency
IGKJ3-IGKJ3,7,0.145833333333
IGKV1-IGKJ2,2,0.0416666666667
IGKV1-IGKJ3,5,0.104166666667
IGKV1-IGKJ4,2,0.0416666666667
IGKV1D-IGKJ2,6,0.125
IGKV3-IGKJ2,18,0.375
IGKV3-IGKJ3,3,0.0625
IGKV4-IGKJ1,5,0.104166666667
