ID,nIGH,nIGK,nIGL,nTCRA,nTCRB,nTCRD,nTCRG,loadIGH,loadIGK,loadIGL,loadTCRA,loadTCRB,loadTCRD,loadTCRG,alphaIGH,alphaIGK,alphaIGL,alphaTCRA,alphaTCRB,alphaTCRD,alphaTCRG
C828.TCGA-ER-A2NB-01A-12D-A196-08.1,0,0,0,6,3,0,0,0,0,0,25,36,0,0,0,0,0,1.54372552438,1.08930967896,0,0
C828.TCGA-FR-A3R1-01A-11D-A23B-08.2,1,0,0,21,6,0,0,4,0,0,121,199,0,0,-0.0,0,0,2.14571340398,1.24561481281,0,0
C828.TCGA-FR-A728-01A-11D-A32N-08.3,0,0,0,23,4,0,1,0,0,0,72,48,0,2,0,0,0,2.90719887394,1.25424949487,0,-0.0
C828.TCGA-GF-A769-01A-32D-A32N-08.3,0,0,0,28,5,0,0,0,0,0,118,103,0,0,0,0,0,3.04644768529,1.25609568841,0,0
C828.TCGA-GN-A269-01A-11D-A19A-08.1,0,0,0,6,4,0,0,0,0,0,37,62,0,0,0,0,0,1.01851069135,1.19268839607,0,0
C828.TCGA-GN-A269-01A-11D-A19A-08.2,0,0,0,6,4,0,0,0,0,0,37,62,0,0,0,0,0,1.01851069135,1.19268839607,0,0
C828.TCGA-GN-A4U5-01A-11D-A32N-08.3,0,0,0,33,4,0,0,0,0,0,108,80,0,0,0,0,0,3.25673082897,1.17859449833,0,0
C828.TCGA-XV-AAZW-01A-12D-A401-08.1,0,0,0,2,3,0,0,0,0,0,9,62,0,0,0,0,0,0.529706199058,1.06117423671,0,0
TCGA-A8-A095-01A-11W-A019-09_IlluminaGA-DNASeq_exome,0,0,0,34,3,1,0,0,0,0,166,41,3,0,0,0,0,2.76573450462,0.828685742168,-0.0,0
TCGA-AN-A0AT-01A-11D-A045-09_IlluminaGA-DNASeq_exome,1,0,1,14,2,0,2,2,0,2,119,9,0,4,-0.0,0,-0.0,1.63056453173,0.686961576597,0,0.69314718056
TCGA-AR-A1AK-01A-21D-A12Q-09_IlluminaGA-DNASeq_exome,0,0,0,14,1,0,4,0,0,0,103,4,0,8,0,0,0,1.95932979828,-0.0,0,1.38629436112
TCGA-B6-A0I8-01A-11W-A050-09_IlluminaGA-DNASeq_exome_1,0,0,0,14,2,0,0,0,0,0,124,5,0,0,0,0,0,1.49634054303,0.673011667009,0,0
TCGA-C8-A1HM-01A-12D-A135-09_IlluminaGA-DNASeq_exome_1,0,1,0,24,2,0,4,0,2,0,205,5,0,8,0,-0.0,0,2.26767125559,0.673011667009,0,1.38629436112
TCGA-E2-A15J-01A-11D-A12Q-09_IlluminaGA-DNASeq_exome,0,0,0,14,0,0,0,0,0,0,63,0,0,0,0,0,0,2.07051050367,0,0,0
TCGA-E2-A15R-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome,0,0,0,17,1,0,0,0,0,0,121,4,0,0,0,0,0,1.83957351161,-0.0,0,0
bc515e19f91861bda91eea2c2d89a8d0,0,0,0,6,0,0,0,0,0,0,58,0,0,0,0,0,0,1.18282008811,0,0,0
cd32bd44e21d16ff5ac1cae774368ff8,0,0,0,12,1,0,1,0,0,0,72,3,0,2,0,0,0,1.8071013968,-0.0,0,-0.0
cf48323806a5515f0eff69a4af8893c6,0,0,0,15,0,0,0,0,0,0,88,0,0,0,0,0,0,2.12572240572,0,0,0
d294375154b5e2554bb795980502c64e,0,0,0,6,1,0,0,0,0,0,38,3,0,0,0,0,0,1.06314906255,-0.0,0,0
e58e58e0e927128a33224908df20d811,0,0,0,12,0,0,0,0,0,0,49,0,0,0,0,0,0,2.1467703376,0,0,0
e608ef703049b3e929b3947bde0c75ee,0,0,0,5,1,0,0,0,0,0,43,5,0,0,0,0,0,1.20685712164,-0.0,0,0
f5db12575e685ca664acdd6e74f336ae,0,0,0,303,1,1,0,0,0,0,1235,19,5,0,0,0,0,5.46544992702,-0.0,-0.0,0
f80f0641199eee19175f894acccc714f,0,0,2,12,0,0,0,0,0,4,75,0,0,0,0,0,0.69314718056,1.64716188827,0,0,0
fd1c560de2891779674753ce2dca2827,0,0,1,164,3,2,0,0,0,6,655,14,5,0,0,0,-0.0,4.39642146465,0.892117870819,0.673011667009,0
