VJ,count,relative.frequency
TRAV1-TRAJ6,4,0.039603960396
TRAV12-TRAJ35,2,0.019801980198
TRAV13-TRAJ48,4,0.039603960396
TRAV23/DV6-TRAJ12,5,0.049504950495
TRAV26-TRAJ43,3,0.029702970297
TRAV27-TRAJ35,2,0.019801980198
TRAV34-TRAJ35,11,0.108910891089
TRAV35-TRAJ35,2,0.019801980198
TRAV36/DV7-TRAJ36,59,0.584158415842
TRAV40-TRAJ48,4,0.039603960396
TRAV8-TRAJ35,3,0.029702970297
TRAV8-TRAJ48,2,0.019801980198
