VJ,count,relative.frequency
IGLJ5-IGLJ5,6,0.206896551724
IGLV1-IGLJ1,6,0.206896551724
IGLV1-IGLJ6,10,0.344827586207
IGLV3-IGLJ1,2,0.0689655172414
IGLV3-IGLJ7,5,0.172413793103
