VJ,count,relative.frequency
IGHV1/OR15-IGHJ6,2,0.00655737704918
IGHV2-IGHJ3,2,0.00655737704918
IGHV3-IGHJ4,291,0.954098360656
IGHV3-IGHJ5,6,0.0196721311475
IGHV3-IGHJ6,2,0.00655737704918
IGHV7-IGHJ5,2,0.00655737704918
