VJ,count,relative.frequency
IGHV1-IGHJ3,9,0.0266272189349
IGHV1-IGHJ4,15,0.0443786982249
IGHV1-IGHJ6,4,0.0118343195266
IGHV1/OR15-IGHJ4,2,0.00591715976331
IGHV3-IGHJ3,10,0.0295857988166
IGHV3-IGHJ4,23,0.0680473372781
IGHV3-IGHJ5,233,0.689349112426
IGHV3-IGHJ6,21,0.0621301775148
IGHV3-IGHV3,14,0.0414201183432
IGHV3/OR15-IGHJ4,3,0.00887573964497
IGHV4-IGHJ6,2,0.00591715976331
IGHV7-IGHJ6,2,0.00591715976331
