VJ,count,relative.frequency
TRAV1-TRAJ15,3,0.0375
TRAV26-TRAJ43,3,0.0375
TRAV36/DV7-TRAJ36,69,0.8625
TRAV4-TRAJ48,2,0.025
TRAV40-TRAJ48,3,0.0375
