VJ,count,relative.frequency
IGKV1/OR10-IGKJ3,2,0.0714285714286
IGKV1/OR10-IGKJ4,2,0.0714285714286
IGKV3-IGKJ3,18,0.642857142857
IGKV3-IGKJ4,6,0.214285714286
