VJ,count,relative.frequency
TRAV1-TRAJ35,3,0.125
TRAV1-TRAJ48,2,0.0833333333333
TRAV20-TRAJ48,3,0.125
TRAV26-TRAJ48,11,0.458333333333
TRAV40-TRAJ35,3,0.125
TRAV8-TRAJ35,2,0.0833333333333
