VJ,count,relative.frequency
TRAV11-TRAJ48,6,0.0857142857143
TRAV17-TRAJ48,2,0.0285714285714
TRAV20-TRAJ48,2,0.0285714285714
TRAV26-TRAJ35,9,0.128571428571
TRAV26-TRAJ48,43,0.614285714286
TRAV27-TRAJ48,2,0.0285714285714
TRAV40-TRAJ48,2,0.0285714285714
TRAV6-TRAJ35,2,0.0285714285714
TRAV9-TRAJ35,2,0.0285714285714
