022dd75d-0977-40b5-8804-bf0a281c149b_gdc_realn_rehead.offtarget.cov,0
06ab660e-2766-4c97-8f2e-b8495ddc0880_gdc_realn_rehead.offtarget.cov,0
0839fb75-93a3-4aad-a638-313028e90f23_gdc_realn_rehead.offtarget.cov,0
0ade1371-b218-4f01-a39e-b503d30d24e0_gdc_realn_rehead.offtarget.cov,0
0afa74a0-7a7c-4b48-a253-45070049ceea_gdc_realn_rehead.offtarget.cov,0
0b684455-659e-480d-9b27-7632f71d67db_gdc_realn_rehead.offtarget.cov,0
0e0dd65a-4a41-4f6c-9ff9-d3cea84de4d7_gdc_realn_rehead.offtarget.cov,0
0e41df612857dbc6059e6160e3b6026d.offtarget.cov,0.56164
0f3494df-6f55-4e6e-8e67-b7bfdecc8dec_gdc_realn_rehead.offtarget.cov,0
13bddb12-c433-41d4-9953-eda7edaf5efe_gdc_realn_rehead.offtarget.cov,0
186c563eb5322146d6e258227b27712b.offtarget.cov,1.4109
1a2c9e96-f861-4da0-b1b4-ad15baf85d4e_gdc_realn_rehead.offtarget.cov,0
1b43fc14-febe-4994-b814-fd9ad938bd0f_gdc_realn_rehead.offtarget.cov,0
1bc73950-9b27-4e14-a152-2cca34397565_gdc_realn_rehead.offtarget.cov,0
1c356cd8-5f5b-4357-90ea-d2d23109e284_gdc_realn_rehead.offtarget.cov,0
1cafa993-5138-448f-8a4e-d51d6c38cb28_gdc_realn_rehead.offtarget.cov,0
1d62f45d-8b34-4bd2-8df5-67f3099282dd_gdc_realn_rehead.offtarget.cov,0
1e8ff09a-a87f-4736-b36a-dd1c41cd188b_gdc_realn_rehead.offtarget.cov,0
1fa9830e-07e1-4506-a7ff-bafbc430ffdd_gdc_realn_rehead.offtarget.cov,0
200313ec-9822-4203-a4f4-c91f602ac99c_gdc_realn_rehead.offtarget.cov,0
201beb6e-8c73-432e-aafd-893e44ad6163_gdc_realn_rehead.offtarget.cov,0
232004bd-7fe6-427a-b4c4-cf5e6b4f1759_gdc_realn_rehead.offtarget.cov,0
