VJ,count,relative.frequency
TRAV23/DV6-TRAJ12,3,0.09375
TRAV34-TRAJ35,4,0.125
TRAV36/DV7-TRAJ36,23,0.71875
TRAV8-TRAJ48,2,0.0625
