VJ,count,relative.frequency
TRAV12-TRAJ2,3,0.176470588235
TRAV12-TRAJ35,2,0.117647058824
TRAV12-TRAJ48,2,0.117647058824
TRAV20-TRAJ48,5,0.294117647059
TRAV30-TRAJ48,2,0.117647058824
TRAV30-TRAJ53,3,0.176470588235
