VJ,count,relative.frequency
TRAV12-TRAJ35,2,0.111111111111
TRAV17-TRAJ48,3,0.166666666667
TRAV34-TRAJ35,5,0.277777777778
TRAV36/DV7-TRAJ36,8,0.444444444444
