VJ,count,relative.frequency
TRAV1-TRAJ48,2,0.0124223602484
TRAV25-TRAJ35,2,0.0124223602484
TRAV26-TRAJ35,5,0.0310559006211
TRAV26-TRAJ48,126,0.782608695652
TRAV27-TRAJ35,8,0.0496894409938
TRAV30-TRAJ35,2,0.0124223602484
TRAV36/DV7-TRAJ48,2,0.0124223602484
TRAV40-TRAJ48,4,0.0248447204969
TRAV6-TRAJ35,3,0.0186335403727
TRAV6-TRAJ48,3,0.0186335403727
TRAV8-TRAJ35,2,0.0124223602484
TRAV8-TRAJ48,2,0.0124223602484
